session,country,Subject,communication,delay,role,numrolls,numins,firstquest,secondquest,Belief,Belief2,Belief2nd,BeliefOtherGroup,age,female,time,risk,Message,Recalled_Message,recall_missing,is_promise,recalled_as_promise,is_efficiency,is_ethics,Early,Late,ImmNoComm,EarlyNoComm,LateNoComm,ImmComm,EarlyComm,LateComm
170404_1151,1,1,0,1,1,5,,1,1,50,5,,30,54,1,10,5,,,,0,0,0,0,1,0,0,1,0,0,0,0
170404_1151,1,2,0,1,0,,0,1,1,0,0,,5,29,0,10,7,,,,0,0,0,0,1,0,0,1,0,0,0,0
170404_1151,1,3,0,1,0,,3,1,1,50,7,,50,18,0,9,6,,,,0,0,0,0,1,0,0,1,0,0,0,0
170404_1151,1,4,0,1,1,10,,1,1,95,10,2,70,36,1,11,5,,,,0,0,0,0,1,0,0,1,0,0,0,0
170404_1151,1,5,0,1,0,,6,1,0,66,4,,,21,1,3,7,,,,0,0,0,0,1,0,0,1,0,0,0,0
170404_1151,1,6,0,1,1,5,,1,1,39,3,5,52,47,1,10,7,,,,0,0,0,0,1,0,0,1,0,0,0,0
170404_1151,1,7,0,1,1,10,,1,1,50,5,5,55,47,1,7,8,,,,0,0,0,0,1,0,0,1,0,0,0,0
170404_1151,1,8,0,1,0,,0,1,1,25,3,,30,24,0,10,7,,,,0,0,0,0,1,0,0,1,0,0,0,0
170404_1151,1,9,0,1,0,,0,1,1,0,,,0,20,1,10,6,,,,0,0,0,0,1,0,0,1,0,0,0,0
170404_1151,1,10,0,1,0,,5,1,1,50,5,,50,46,1,10,5,,,,0,0,0,0,1,0,0,1,0,0,0,0
170404_1151,1,11,0,1,0,,5,1,1,0,8,,,27,1,3,10,,,,0,0,0,0,1,0,0,1,0,0,0,0
170404_1151,1,12,0,1,1,5,,1,1,19,4,3,71,22,0,10,8,,,,0,0,0,0,1,0,0,1,0,0,0,0
170404_1151,1,13,0,1,1,0,,1,1,27,2,3,24,32,0,9,4,,,,0,0,0,0,1,0,0,1,0,0,0,0
170404_1151,1,14,0,1,1,10,,1,1,70,10,9,70,24,1,10,9,,,,0,0,0,0,1,0,0,1,0,0,0,0
170404_1252,1,1,0,2,0,,6,1,1,77,7,,66,28,1,10,7,,,,0,0,0,0,0,1,0,0,1,0,0,0
170404_1252,1,2,0,2,1,4,,1,1,59,6,5,50,54,1,11,6,,,,0,0,0,0,0,1,0,0,1,0,0,0
170404_1252,1,3,0,2,1,4,,1,1,55,4,6,54,21,1,9,7,,,,0,0,0,0,0,1,0,0,1,0,0,0
170404_1252,1,4,0,2,1,10,,1,1,50,6,4,60,28,1,9,11,,,,0,0,0,0,0,1,0,0,1,0,0,0
170404_1252,1,5,0,2,0,,10,1,1,70,6,,60,23,1,1,5,,,,0,0,0,0,0,1,0,0,1,0,0,0
170404_1252,1,6,0,2,0,,0,1,1,50,0,,75,18,0,10,8,,,,0,0,0,0,0,1,0,0,1,0,0,0
170404_1252,1,7,0,2,1,0,,1,1,20,2,,20,20,1,10,5,,,,0,0,0,0,0,1,0,0,1,0,0,0
170404_1252,1,8,0,2,0,,0,1,1,20,2,,10,29,1,9,7,,,,0,0,0,0,0,1,0,0,1,0,0,0
170404_1252,1,9,0,2,0,,0,1,1,10,0,,60,59,1,10,3,,,,0,0,0,0,0,1,0,0,1,0,0,0
170404_1252,1,10,0,2,1,10,,1,1,50,5,5,50,36,1,10,4,,,,0,0,0,0,0,1,0,0,1,0,0,0
170404_1252,1,11,0,2,1,10,,1,1,19,2,4,18,19,0,10,8,,,,0,0,0,0,0,1,0,0,1,0,0,0
170404_1252,1,12,0,2,0,,10,1,1,70,6,,34,39,1,11,5,,,,0,0,0,0,0,1,0,0,1,0,0,0
170404_1252,1,13,0,2,0,,0,0,0,0,,,,44,1,10,0,,,,0,0,0,0,0,1,0,0,1,0,0,0
170404_1252,1,14,0,2,0,,0,1,1,0,0,,0,23,1,10,3,,,,0,0,0,0,0,1,0,0,1,0,0,0
170404_1252,1,15,0,2,1,0,,1,1,20,2,,30,22,1,3,5,,,,0,0,0,0,0,1,0,0,1,0,0,0
170404_1252,1,16,0,2,1,10,,1,1,82,8,7,80,20,1,10,7,,,,0,0,0,0,0,1,0,0,1,0,0,0
170406_0940,1,1,0,2,0,,10,1,0,30,3,,,20,1,10,8,,,,0,0,0,0,0,1,0,0,1,0,0,0
170406_0940,1,2,0,2,1,0,,1,1,8,1,0,8,19,1,10,7,,,,0,0,0,0,0,1,0,0,1,0,0,0
170406_0940,1,3,0,2,1,6,,1,1,50,5,6,50,29,1,10,4,,,,0,0,0,0,0,1,0,0,1,0,0,0
170406_0940,1,4,0,2,1,10,,1,1,84,6,5,80,22,1,10,9,,,,0,0,0,0,0,1,0,0,1,0,0,0
170406_0940,1,5,0,2,0,,4,1,1,50,5,,50,21,1,11,4,,,,0,0,0,0,0,1,0,0,1,0,0,0
170406_0940,1,6,0,2,0,,10,1,1,86,10,,90,23,1,10,8,,,,0,0,0,0,0,1,0,0,1,0,0,0
170406_0940,1,7,0,2,1,10,,1,1,30,3,5,30,23,0,10,6,,,,0,0,0,0,0,1,0,0,1,0,0,0
170406_0940,1,8,0,2,0,,5,1,1,50,5,,50,26,1,7,8,,,,0,0,0,0,0,1,0,0,1,0,0,0
170406_0940,1,9,0,2,1,0,,1,1,30,3,,60,28,0,9,6,,,,0,0,0,0,0,1,0,0,1,0,0,0
170406_0940,1,10,0,2,1,0,,1,1,17,,0,25,22,1,10,4,,,,0,0,0,0,0,1,0,0,1,0,0,0
170406_0940,1,11,0,2,1,0,,0,0,0,,,,32,1,10,1,,,,0,0,0,0,0,1,0,0,1,0,0,0
170406_0940,1,12,0,2,0,,2,1,1,26,4,,29,21,1,9,6,,,,0,0,0,0,0,1,0,0,1,0,0,0
170406_0940,1,13,0,2,0,,0,1,1,0,,,70,22,1,10,6,,,,0,0,0,0,0,1,0,0,1,0,0,0
170406_0940,1,14,0,2,0,,0,1,1,4,,,,23,1,10,6,,,,0,0,0,0,0,1,0,0,1,0,0,0
170406_1054,1,1,0,1,1,0,,1,1,15,2,3,29,23,1,9,8,,,,0,0,0,0,1,0,0,1,0,0,0,0
170406_1054,1,2,0,1,0,,0,1,1,10,,,92,21,1,10,7,,,,0,0,0,0,1,0,0,1,0,0,0,0
170406_1054,1,3,0,1,0,,0,1,1,10,,,20,22,1,10,5,,,,0,0,0,0,1,0,0,1,0,0,0,0
170406_1054,1,4,0,1,0,,7,1,0,31,6,,,28,0,11,9,,,,0,0,0,0,1,0,0,1,0,0,0,0
170406_1054,1,5,0,1,1,0,,0,0,0,,,,30,1,9,8,,,,0,0,0,0,1,0,0,1,0,0,0,0
170406_1054,1,6,0,1,0,,8,1,1,34,4,,56,23,1,10,6,,,,0,0,0,0,1,0,0,1,0,0,0,0
170406_1054,1,7,0,1,1,0,,1,1,9,2,0,17,25,1,10,5,,,,0,0,0,0,1,0,0,1,0,0,0,0
170406_1054,1,8,0,1,0,,0,1,1,70,7,,60,20,1,10,7,,,,0,0,0,0,1,0,0,1,0,0,0,0
170406_1054,1,9,0,1,1,7,,1,1,70,5,6,50,31,1,10,3,,,,0,0,0,0,1,0,0,1,0,0,0,0
170406_1054,1,10,0,1,0,,5,1,0,56,7,,,26,1,11,6,,,,0,0,0,0,1,0,0,1,0,0,0,0
170406_1054,1,11,0,1,1,10,,1,1,90,10,10,90,19,0,10,8,,,,0,0,0,0,1,0,0,1,0,0,0,0
170406_1054,1,12,0,1,0,,0,0,0,0,,,,22,1,10,5,,,,0,0,0,0,1,0,0,1,0,0,0,0
170406_1054,1,13,0,1,1,0,,1,1,30,3,5,25,22,1,10,6,,,,0,0,0,0,1,0,0,1,0,0,0,0
170406_1054,1,14,0,1,1,9,,1,0,14,1,1,,21,1,10,7,,,,0,0,0,0,1,0,0,1,0,0,0,0
170406_1144,1,1,1,2,0,,10,1,1,50,9,,45,22,1,7,5,,,,0,0,0,0,0,1,0,0,0,0,0,1
170406_1144,1,4,1,2,0,,10,1,1,95,10,,85,26,0,10,7,,,,0,0,0,0,0,1,0,0,0,0,0,1
170406_1144,1,6,1,2,0,,2,1,1,9,0,,92,27,1,10,5,,,,0,0,0,0,0,1,0,0,0,0,0,1
170406_1144,1,8,1,2,0,,4,1,1,50,5,,49,34,1,10,10,,,,0,0,0,0,0,1,0,0,0,0,0,1
170406_1144,1,9,1,2,0,,0,1,1,64,10,,27,32,0,10,6,,,,0,0,0,0,0,1,0,0,0,0,0,1
170406_1144,1,10,1,2,0,,10,1,1,100,10,,100,53,1,11,10,,,,0,0,0,0,0,1,0,0,0,0,0,1
170406_1144,1,11,1,2,0,,10,1,1,100,10,,60,49,1,10,7,,,,0,0,0,0,0,1,0,0,0,0,0,1
170406_1252,1,4,1,1,0,,10,1,1,99,10,,98,37,0,11,5,,,,0,0,0,0,1,0,0,0,0,0,1,0
170406_1252,1,6,1,1,0,,0,1,1,100,10,,81,57,1,7,8,,,,0,0,0,0,1,0,0,0,0,0,1,0
170406_1252,1,7,1,1,0,,0,1,1,0,0,,100,31,1,10,7,,,,0,0,0,0,1,0,0,0,0,0,1,0
170406_1252,1,9,1,1,0,,10,1,1,70,10,,70,22,1,5,5,,,,0,0,0,0,1,0,0,0,0,0,1,0
170406_1252,1,10,1,1,0,,10,1,1,100,10,,100,20,0,10,8,,,,0,0,0,0,1,0,0,0,0,0,1,0
170411_0936,1,1,1,2,0,,0,1,1,0,,,,21,1,10,5,,,,0,0,0,0,0,1,0,0,0,0,0,1
170411_0936,1,4,1,2,0,,3,1,1,29,3,,60,22,1,10,9,,,,0,0,0,0,0,1,0,0,0,0,0,1
170411_0936,1,5,1,2,0,,0,1,1,9,0,,30,28,1,10,4,,,,0,0,0,0,0,1,0,0,0,0,0,1
170411_0936,1,7,1,2,0,,0,1,1,100,10,,100,26,0,10,8,,,,0,0,0,0,0,1,0,0,0,0,0,1
170411_0936,1,10,1,2,0,,3,1,1,100,10,,100,22,0,3,5,,,,0,0,0,0,0,1,0,0,0,0,0,1
170411_1058,1,1,1,1,0,,10,1,1,100,,,80,19,0,7,7,,,,0,0,0,0,1,0,0,0,0,0,1,0
170411_1058,1,7,1,1,0,,1,1,1,40,4,,53,20,0,11,5,,,,0,0,0,0,1,0,0,0,0,0,1,0
170411_1058,1,8,1,1,0,,0,1,1,10,1,,10,20,1,7,6,,,,0,0,0,0,1,0,0,0,0,0,1,0
170411_1058,1,9,1,1,0,,0,1,1,81,2,,100,28,1,7,5,,,,0,0,0,0,1,0,0,0,0,0,1,0
170411_1058,1,11,1,1,0,,0,1,1,9,0,,16,22,0,10,8,,,,0,0,0,0,1,0,0,0,0,0,1,0
170411_1058,1,12,1,1,0,,10,1,1,100,10,,100,46,0,7,6,,,,0,0,0,0,1,0,0,0,0,0,1,0
170411_1146,1,1,0,2,0,,0,1,1,37,3,,39,19,0,10,5,,,,0,0,0,0,0,1,0,0,1,0,0,0
170411_1146,1,2,0,2,0,,0,1,1,70,7,,51,25,0,10,8,,,,0,0,0,0,0,1,0,0,1,0,0,0
170411_1146,1,3,0,2,1,0,,1,1,90,10,3,91,21,0,6,8,,,,0,0,0,0,0,1,0,0,1,0,0,0
170411_1146,1,4,0,2,1,0,,1,1,12,,1,4,20,1,9,6,,,,0,0,0,0,0,1,0,0,1,0,0,0
170411_1146,1,5,0,2,1,2,,1,1,91,8,10,96,25,1,5,6,,,,0,0,0,0,0,1,0,0,1,0,0,0
170411_1146,1,6,0,2,1,0,,1,0,0,,,,22,0,3,8,,,,0,0,0,0,0,1,0,0,1,0,0,0
170411_1146,1,7,0,2,0,,0,1,0,0,,,,22,1,9,5,,,,0,0,0,0,0,1,0,0,1,0,0,0
170411_1146,1,8,0,2,1,4,,1,1,50,6,4,71,19,1,9,7,,,,0,0,0,0,0,1,0,0,1,0,0,0
170411_1146,1,9,0,2,0,,0,1,1,13,,,,22,1,10,7,,,,0,0,0,0,0,1,0,0,1,0,0,0
170411_1146,1,10,0,2,1,0,,1,1,10,4,5,40,30,1,10,1,,,,0,0,0,0,0,1,0,0,1,0,0,0
170411_1146,1,11,0,2,0,,10,1,1,85,8,,80,27,0,10,10,,,,0,0,0,0,0,1,0,0,1,0,0,0
170411_1146,1,12,0,2,0,,9,1,1,71,9,,80,19,1,7,10,,,,0,0,0,0,0,1,0,0,1,0,0,0
170411_1146,1,13,0,2,1,0,,1,1,0,0,,,26,0,10,7,,,,0,0,0,0,0,1,0,0,1,0,0,0
170411_1146,1,14,0,2,1,0,,1,1,51,5,2,66,20,1,5,6,,,,0,0,0,0,0,1,0,0,1,0,0,0
170411_1146,1,15,0,2,0,,0,1,1,0,,,100,30,1,1,5,,,,0,0,0,0,0,1,0,0,1,0,0,0
170411_1146,1,16,0,2,0,,4,1,1,60,3,,50,31,0,9,6,,,,0,0,0,0,0,1,0,0,1,0,0,0
170411_1239,1,1,0,1,1,10,,1,1,30,0,,32,19,0,11,8,,,,0,0,0,0,1,0,0,1,0,0,0,0
170411_1239,1,2,0,1,0,,0,1,1,0,,,,32,0,4,6,,,,0,0,0,0,1,0,0,1,0,0,0,0
170411_1239,1,3,0,1,1,0,,1,0,20,2,,,28,1,8,10,,,,0,0,0,0,1,0,0,1,0,0,0,0
170411_1239,1,4,0,1,1,0,,1,1,6,0,2,30,25,1,4,6,,,,0,0,0,0,1,0,0,1,0,0,0,0
170411_1239,1,5,0,1,0,,0,1,1,10,2,,50,20,0,2,7,,,,0,0,0,0,1,0,0,1,0,0,0,0
170411_1239,1,6,0,1,1,0,,1,1,60,7,4,65,21,0,5,7,,,,0,0,0,0,1,0,0,1,0,0,0,0
170411_1239,1,7,0,1,1,0,,1,1,29,5,0,25,28,1,10,6,,,,0,0,0,0,1,0,0,1,0,0,0,0
170411_1239,1,8,0,1,0,,10,1,1,19,8,,30,40,1,9,7,,,,0,0,0,0,1,0,0,1,0,0,0,0
170411_1239,1,9,0,1,0,,2,1,1,15,1,,67,18,1,9,8,,,,0,0,0,0,1,0,0,1,0,0,0,0
170411_1239,1,10,0,1,0,,0,1,1,10,0,,10,19,0,10,8,,,,0,0,0,0,1,0,0,1,0,0,0,0
170411_1239,1,11,0,1,1,10,,1,1,35,5,10,70,20,0,10,6,,,,0,0,0,0,1,0,0,1,0,0,0,0
170411_1239,1,12,0,1,1,0,,1,1,50,5,5,80,28,1,10,10,,,,0,0,0,0,1,0,0,1,0,0,0,0
170411_1239,1,13,0,1,0,,0,1,1,0,0,,0,21,0,3,7,,,,0,0,0,0,1,0,0,1,0,0,0,0
170411_1239,1,14,0,1,0,,0,1,1,16,,,17,23,0,10,8,,,,0,0,0,0,1,0,0,1,0,0,0,0
170411_1239,1,15,0,1,1,0,,1,1,29,3,2,20,23,0,5,5,,,,0,0,0,0,1,0,0,1,0,0,0,0
170411_1239,1,16,0,1,0,,0,1,1,0,,,9,19,1,10,5,,,,0,0,0,0,1,0,0,1,0,0,0,0
170413_0927,1,1,0,1,1,0,,1,1,39,4,4,50,23,1,10,5,,,,0,0,0,0,1,0,0,1,0,0,0,0
170413_0927,1,2,0,1,0,,10,1,1,39,,,50,34,1,3,8,,,,0,0,0,0,1,0,0,1,0,0,0,0
170413_0927,1,3,0,1,0,,0,1,1,28,3,,29,23,1,11,11,,,,0,0,0,0,1,0,0,1,0,0,0,0
170413_0927,1,4,0,1,0,,5,1,1,67,6,,40,21,0,11,7,,,,0,0,0,0,1,0,0,1,0,0,0,0
170413_0927,1,5,0,1,1,10,,1,1,70,7,5,75,61,1,11,5,,,,0,0,0,0,1,0,0,1,0,0,0,0
170413_0927,1,6,0,1,1,0,,1,0,50,5,,,26,1,10,8,,,,0,0,0,0,1,0,0,1,0,0,0,0
170413_0927,1,7,0,1,0,,10,0,0,0,,,,29,1,11,11,,,,0,0,0,0,1,0,0,1,0,0,0,0
170413_0927,1,8,0,1,1,8,,1,1,50,5,4,70,26,1,5,6,,,,0,0,0,0,1,0,0,1,0,0,0,0
170413_0927,1,9,0,1,0,,0,1,1,90,9,,100,30,1,10,1,,,,0,0,0,0,1,0,0,1,0,0,0,0
170413_0927,1,10,0,1,1,10,,1,1,25,2,,10,20,0,10,8,,,,0,0,0,0,1,0,0,1,0,0,0,0
170413_0927,1,11,0,1,0,,1,1,0,14,2,,,22,1,3,7,,,,0,0,0,0,1,0,0,1,0,0,0,0
170413_0927,1,12,0,1,1,0,,1,1,82,7,5,80,21,1,11,5,,,,0,0,0,0,1,0,0,1,0,0,0,0
170413_1101,1,1,0,2,0,,4,1,1,60,6,,70,32,1,3,7,,,,0,0,0,0,0,1,0,0,1,0,0,0
170413_1101,1,2,0,2,1,0,,1,1,58,4,5,60,33,1,4,2,,,,0,0,0,0,0,1,0,0,1,0,0,0
170413_1101,1,3,0,2,1,0,,1,1,20,3,2,30,26,0,10,6,,,,0,0,0,0,0,1,0,0,1,0,0,0
170413_1101,1,5,0,2,0,,10,1,1,85,8,,49,23,1,10,7,,,,0,0,0,0,0,1,0,0,1,0,0,0
170413_1101,1,6,0,2,1,0,,1,1,9,,0,9,19,1,10,4,,,,0,0,0,0,0,1,0,0,1,0,0,0
170413_1101,1,7,0,2,1,10,,1,1,38,3,8,39,30,1,10,5,,,,0,0,0,0,0,1,0,0,1,0,0,0
170413_1101,1,8,0,2,1,0,,1,1,35,1,,8,27,0,11,8,,,,0,0,0,0,0,1,0,0,1,0,0,0
170413_1101,1,9,0,2,0,,3,1,1,70,6,,65,20,1,3,8,,,,0,0,0,0,0,1,0,0,1,0,0,0
170413_1101,1,10,0,2,0,,0,1,1,10,1,,,23,1,10,9,,,,0,0,0,0,0,1,0,0,1,0,0,0
170413_1101,1,11,0,2,1,0,,1,1,25,3,4,60,28,0,11,8,,,,0,0,0,0,0,1,0,0,1,0,0,0
170413_1101,1,12,0,2,0,,0,0,0,0,,,,33,0,0,1,,,,0,0,0,0,0,1,0,0,1,0,0,0
170413_1156,1,1,1,1,0,,0,1,1,70,10,,75,18,1,10,5,,,,0,0,0,0,1,0,0,0,0,0,1,0
170413_1156,1,3,1,1,0,,0,1,1,38,,,10,29,0,10,7,,,,0,0,0,0,1,0,0,0,0,0,1,0
170413_1156,1,4,1,1,0,,0,1,1,18,2,,33,25,0,3,7,,,,0,0,0,0,1,0,0,0,0,0,1,0
170413_1156,1,5,1,1,0,,9,1,1,65,8,,65,21,1,8,6,,,,0,0,0,0,1,0,0,0,0,0,1,0
170413_1156,1,13,1,1,0,,0,1,1,25,0,,20,19,0,10,8,,,,0,0,0,0,1,0,0,0,0,0,1,0
170413_1156,1,14,1,1,0,,0,1,1,9,0,,39,19,0,10,8,,,,0,0,0,0,1,0,0,0,0,0,1,0
170413_1156,1,15,1,1,0,,0,1,1,10,0,,90,24,0,10,8,,,,0,0,0,0,1,0,0,0,0,0,1,0
170413_1257,1,1,1,2,0,,3,1,1,80,8,,2,21,1,10,7,,,,0,0,0,0,0,1,0,0,0,0,0,1
170413_1257,1,4,1,2,0,,10,1,1,80,10,,70,20,0,10,5,,,,0,0,0,0,0,1,0,0,0,0,0,1
170413_1257,1,5,1,2,0,,10,1,1,100,10,,90,21,1,10,10,,,,0,0,0,0,0,1,0,0,0,0,0,1
170413_1257,1,7,1,2,0,,10,1,1,85,10,,85,31,1,10,7,,,,0,0,0,0,0,1,0,0,0,0,0,1
170413_1257,1,9,1,2,0,,6,1,1,66,6,,80,29,1,10,6,,,,0,0,0,0,0,1,0,0,0,0,0,1
170920_1058,1,1,0,0,0,,6,1,1,50,4,,53,19,1,5,6,,,,0,0,0,0,0,0,1,0,0,0,0,0
170920_1058,1,2,0,0,1,5,,1,1,50,5,5,51,37,1,10,7,,,,0,0,0,0,0,0,1,0,0,0,0,0
170920_1058,1,3,0,0,0,,5,1,1,37,10,,30,28,1,10,6,,,,0,0,0,0,0,0,1,0,0,0,0,0
170920_1058,1,4,0,0,1,0,,1,1,55,5,,82,27,1,8,6,,,,0,0,0,0,0,0,1,0,0,0,0,0
170920_1058,1,5,0,0,0,,0,1,1,49,5,,51,31,0,5,5,,,,0,0,0,0,0,0,1,0,0,0,0,0
170920_1058,1,6,0,0,1,10,,1,0,62,4,8,,44,1,0,6,,,,0,0,0,0,0,0,1,0,0,0,0,0
170920_1058,1,7,0,0,0,,0,1,1,34,,,8,25,1,7,6,,,,0,0,0,0,0,0,1,0,0,0,0,0
170920_1058,1,8,0,0,1,0,,1,1,0,,,24,21,1,11,4,,,,0,0,0,0,0,0,1,0,0,0,0,0
170920_1058,1,9,0,0,0,,10,1,1,70,7,,80,49,1,10,10,,,,0,0,0,0,0,0,1,0,0,0,0,0
170920_1058,1,10,0,0,1,10,,1,1,77,10,10,28,25,0,9,8,,,,0,0,0,0,0,0,1,0,0,0,0,0
170920_1058,1,11,0,0,0,,3,1,1,40,4,,30,18,1,10,6,,,,0,0,0,0,0,0,1,0,0,0,0,0
170920_1058,1,12,0,0,1,10,,1,0,85,10,10,,21,1,10,7,,,,0,0,0,0,0,0,1,0,0,0,0,0
170920_1058,1,13,0,0,0,,8,1,1,82,7,,80,33,1,4,7,,,,0,0,0,0,0,0,1,0,0,0,0,0
170920_1058,1,14,0,0,1,0,,1,1,50,5,5,80,26,1,1,5,,,,0,0,0,0,0,0,1,0,0,0,0,0
170920_1058,1,15,0,0,0,,1,1,1,52,3,,73,22,1,0,5,,,,0,0,0,0,0,0,1,0,0,0,0,0
170920_1058,1,16,0,0,1,2,,1,0,2,1,4,,22,0,0,5,,,,0,0,0,0,0,0,1,0,0,0,0,0
170920_1157,1,1,1,0,0,,0,1,1,0,0,,0,30,0,10,7,,,,0,0,0,0,0,0,0,0,0,1,0,0
170920_1157,1,3,1,0,0,,5,1,1,49,4,,20,35,1,10,4,,,,0,0,0,0,0,0,0,0,0,1,0,0
170920_1157,1,5,1,0,0,,0,1,1,55,2,,52,19,1,10,7,,,,0,0,0,0,0,0,0,0,0,1,0,0
170920_1157,1,7,1,0,0,,0,0,1,0,,,51,20,1,10,8,,,,0,0,0,0,0,0,0,0,0,1,0,0
170920_1157,1,9,1,0,0,,10,1,1,90,10,,0,31,1,10,10,,,,0,0,0,0,0,0,0,0,0,1,0,0
170920_1157,1,11,1,0,0,,10,1,1,90,10,,100,39,1,11,7,,,,0,0,0,0,0,0,0,0,0,1,0,0
170920_1157,1,13,1,0,0,,10,1,1,100,10,,66,18,1,10,7,,,,0,0,0,0,0,0,0,0,0,1,0,0
170920_1157,1,15,1,0,0,,10,0,1,0,,,83,37,1,8,5,,,,0,0,0,0,0,0,0,0,0,1,0,0
170920_1245,1,1,0,0,0,,0,1,1,5,,,5,25,1,11,10,,,,0,0,0,0,0,0,1,0,0,0,0,0
170920_1245,1,2,0,0,1,1,,1,1,8,1,2,30,29,1,7,7,,,,0,0,0,0,0,0,1,0,0,0,0,0
170920_1245,1,3,0,0,0,,4,1,1,70,7,,70,32,0,10,5,,,,0,0,0,0,0,0,1,0,0,0,0,0
170920_1245,1,4,0,0,1,0,,1,1,10,1,,10,18,0,10,6,,,,0,0,0,0,0,0,1,0,0,0,0,0
170920_1245,1,5,0,0,0,,0,1,1,5,0,,5,21,0,9,5,,,,0,0,0,0,0,0,1,0,0,0,0,0
170920_1245,1,6,0,0,1,0,,1,1,5,0,,10,20,0,10,8,,,,0,0,0,0,0,0,1,0,0,0,0,0
170920_1245,1,7,0,0,0,,5,1,1,50,5,,40,24,0,10,8,,,,0,0,0,0,0,0,1,0,0,0,0,0
170920_1245,1,8,0,0,1,4,,1,1,60,8,4,62,29,1,10,7,,,,0,0,0,0,0,0,1,0,0,0,0,0
170920_1245,1,9,0,0,0,,2,1,1,9,1,,100,19,1,10,5,,,,0,0,0,0,0,0,1,0,0,0,0,0
170920_1245,1,10,0,0,1,10,,1,1,80,8,6,40,18,0,10,8,,,,0,0,0,0,0,0,1,0,0,0,0,0
170920_1245,1,11,0,0,0,,4,1,1,34,5,,82,20,0,8,8,,,,0,0,0,0,0,0,1,0,0,0,0,0
170920_1245,1,12,0,0,1,9,,1,1,80,8,5,60,25,0,10,8,,,,0,0,0,0,0,0,1,0,0,0,0,0
170920_1245,1,13,0,0,0,,10,1,1,84,10,,49,35,1,10,9,,,,0,0,0,0,0,0,1,0,0,0,0,0
170920_1245,1,14,0,0,1,4,,1,1,8,1,2,30,19,1,10,9,,,,0,0,0,0,0,0,1,0,0,0,0,0
170920_1245,1,15,0,0,0,,0,1,1,75,5,,31,26,0,9,6,,,,0,0,0,0,0,0,1,0,0,0,0,0
170920_1245,1,16,0,0,1,0,,1,1,10,,,0,19,0,10,8,,,,0,0,0,0,0,0,1,0,0,0,0,0
170922_0927,1,1,0,0,0,,4,1,1,65,6,,50,30,0,5,7,,,,0,0,0,0,0,0,1,0,0,0,0,0
170922_0927,1,2,0,0,1,10,,1,1,75,6,5,30,29,1,9,8,,,,0,0,0,0,0,0,1,0,0,0,0,0
170922_0927,1,3,0,0,0,,10,1,1,30,3,,30,30,0,10,4,,,,0,0,0,0,0,0,1,0,0,0,0,0
170922_0927,1,4,0,0,1,0,,1,1,5,0,0,10,28,1,10,8,,,,0,0,0,0,0,0,1,0,0,0,0,0
170922_0927,1,5,0,0,0,,0,1,1,9,1,,9,18,1,9,5,,,,0,0,0,0,0,0,1,0,0,0,0,0
170922_0927,1,6,0,0,1,3,,1,1,40,2,1,50,27,0,10,8,,,,0,0,0,0,0,0,1,0,0,0,0,0
170922_0927,1,7,0,0,0,,10,1,1,40,5,,73,29,1,10,9,,,,0,0,0,0,0,0,1,0,0,0,0,0
170922_0927,1,8,0,0,1,0,,1,1,92,7,4,73,22,1,10,8,,,,0,0,0,0,0,0,1,0,0,0,0,0
170922_0927,1,9,0,0,0,,3,1,1,50,5,,55,32,0,8,2,,,,0,0,0,0,0,0,1,0,0,0,0,0
170922_0927,1,10,0,0,1,2,,1,1,19,2,1,25,27,1,10,8,,,,0,0,0,0,0,0,1,0,0,0,0,0
170922_0927,1,11,0,0,0,,0,1,1,7,0,,41,19,0,10,6,,,,0,0,0,0,0,0,1,0,0,0,0,0
170922_0927,1,12,0,0,1,0,,1,1,23,4,5,21,22,0,3,10,,,,0,0,0,0,0,0,1,0,0,0,0,0
170922_1053,1,1,0,0,0,,5,1,0,51,5,,,22,1,10,11,,,,0,0,0,0,0,0,1,0,0,0,0,0
170922_1053,1,2,0,0,1,0,,1,1,15,1,1,15,18,1,10,6,,,,0,0,0,0,0,0,1,0,0,0,0,0
170922_1053,1,3,0,0,0,,3,1,1,67,7,,65,18,1,9,5,,,,0,0,0,0,0,0,1,0,0,0,0,0
170922_1053,1,4,0,0,1,0,,1,1,20,2,,15,24,0,10,4,,,,0,0,0,0,0,0,1,0,0,0,0,0
170922_1053,1,5,0,0,0,,6,1,1,45,4,,41,17,1,9,6,,,,0,0,0,0,0,0,1,0,0,0,0,0
170922_1053,1,6,0,0,1,0,,1,1,20,2,0,0,27,0,10,5,,,,0,0,0,0,0,0,1,0,0,0,0,0
170922_1053,1,7,0,0,0,,2,1,1,40,4,,32,20,1,9,8,,,,0,0,0,0,0,0,1,0,0,0,0,0
170922_1053,1,8,0,0,1,10,,1,1,70,7,7,40,18,0,9,5,,,,0,0,0,0,0,0,1,0,0,0,0,0
170922_1053,1,9,0,0,0,,10,1,1,50,10,,80,21,1,10,5,,,,0,0,0,0,0,0,1,0,0,0,0,0
170922_1053,1,10,0,0,1,0,,1,1,10,1,1,10,19,1,10,6,,,,0,0,0,0,0,0,1,0,0,0,0,0
170922_1053,1,11,0,0,0,,0,1,1,13,,,19,19,1,10,7,,,,0,0,0,0,0,0,1,0,0,0,0,0
170922_1053,1,12,0,0,1,0,,1,1,50,5,0,70,27,0,10,8,,,,0,0,0,0,0,0,1,0,0,0,0,0
