"true_treatment_ordered","session","period","group","game","global_group","chat_decent","chat_advice","chat_cent","strategy1","strategy2","coordinate","coordinate_safe","coordinate_efficient","coordinate_other","payoff_b1","payoff_b2","payoff_manager","any_suggestion","suggest_safe","suggest_efficient","last_suggest_efficient","agree_proposal","discuss_coordinate","discuss_fairness","discuss_efficient","discuss_rules","discuss_howtoplay","explanation","ask_game","receive_report","truthful","falsehood","contradict","disagreement","neither_report","truth_a1","truth_a2","false_a1","false_a2","nummess_man","nummess_agent","man_suggest_safe","man_suggest_efficient","man_agree_proposal","man_discuss_coordinate","man_discuss_fairness","man_discuss_efficient","man_discuss_rules","man_discuss_howtoplay","man_explanation","man_ask_game"
"CH/A-D","35","18","6","3","61","0","1","0","3","3","1","1","1","0","40","40","80","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0"
"CH/A-D","36","1","6","2","62","0","1","0","3","1","0","0","0","0","8","22","30","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0"
"CH/A-D","36","2","6","2","62","0","1","0","1","1","1","0","0","1","22","50","72","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0"
"CH/A-D","36","3","6","3","62","0","1","0","3","3","1","1","1","0","40","40","80","1","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0"
"CH/A-D","36","4","6","5","62","0","1","0","3","3","1","1","0","0","32","32","64","1","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0"
"CH/A-D","36","5","6","1","62","0","1","0","1","1","1","0","1","0","26","54","80","0.5","0","0","0","0.5","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0"
"CH/A-D","36","6","6","3","62","0","1","0","3","3","1","1","1","0","40","40","80","1","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0"
"CH/A-D","36","7","6","4","62","0","1","0","4","4","1","0","1","0","47","33","80","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0"
"CH/A-D","36","8","6","4","62","0","1","0","4","4","1","0","1","0","47","33","80","1","0","1","1","0.5","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0"
"CH/A-D","36","9","6","5","62","0","1","0","3","3","1","1","0","0","32","32","64","1","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","4","0","0","0","0","0","0","0","0","0","0"
"CH/A-D","36","10","6","1","62","0","1","0","1","1","1","0","1","0","26","54","80","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","4","0","0","0","0","0","0","0","0","0","0"
"CH/A-D","36","11","6","2","62","0","1","0","2","2","1","0","1","0","33","47","80","1","1","1","1","0.5","0","0.66666669","1","0","0","0.66666669","0","0","0","0","0","0","1","0","0","0","0","0","10","0","0","0","0","0","0","0","0","0","0"
"CH/A-D","36","12","6","3","62","0","1","0","3","3","1","1","1","0","40","40","80","1","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0"
"CH/A-D","36","13","6","4","62","0","1","0","4","4","1","0","1","0","47","33","80","1","0","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0"
"CH/A-D","36","14","6","5","62","0","1","0","4","4","1","0","0","1","43","29","72","1","1","0","0","1","0","0.66666669","0","0","0","0.66666669","0","0","0","0","0","0","1","0","0","0","0","0","9","0","0","0","0","0","0","0","0","0","0"
"CH/A-D","36","15","6","2","62","0","1","0","2","2","1","0","1","0","33","47","80","1","1","0.5","1","1","0","0.66666669","0.66666669","0","0","0.66666669","0","0","0","0","0","0","1","0","0","0","0","0","6","0","0","0","0","0","0","0","0","0","0"
"CH/A-D","36","16","6","4","62","0","1","0","4","4","1","0","1","0","47","33","80","1","0","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","4","0","0","0","0","0","0","0","0","0","0"
"CH/A-D","36","17","6","1","62","0","1","0","2","2","1","0","0","1","29","43","72","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0"
"CH/A-D","36","18","6","3","62","0","1","0","3","3","1","1","1","0","40","40","80","1","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0"
"CH/A-D","37","1","6","2","63","0","1","0","3","1","0","0","0","0","8","22","30","0","0","0","0","0","0","0","1","0","0.33333334","0","0","0","0","0","0","0","1","0","0","0","0","2","3","0","0","0","0","0","1","0","0.33333334","0","0"
"CH/A-D","37","2","6","2","63","0","1","0","4","4","1","0","0","1","39","25","64","1","0","0","0","1","0","0.66666669","1","1","0","1","0","1","1","0","0","0","0","1","0","0","0","4","8","0","0","1","0","0","1","0","0","1","0"
"CH/A-D","37","3","6","3","63","0","1","0","3","3","1","1","1","0","40","40","80","1","1","1","1","1","0","0.66666669","0.66666669","0","0","1","1","1","1","0","0","0","0","0","1","0","0","4","7","0","1","0","0","0.66666669","0.66666669","0","0","1","1"
"CH/A-D","37","4","6","5","63","0","1","0","5","5","1","0","1","0","54","26","80","1","0","1","1","0","0","1","0","0","0","0.33333334","1","1","1","0","0","0","0","1","0","0","0","3","10","0.5","1","0","0","0","0","0","0","0","1"
"CH/A-D","37","5","6","1","63","0","1","0","1","1","1","0","1","0","26","54","80","1","0","1","1","0","0","0","0","0","0","0","1","1","1","0","0","0","0","1","0","0","0","3","4","0","1","0","0","0","0","0","0","0","1"
"CH/A-D","37","6","6","3","63","0","1","0","3","1","0","0","0","0","12","18","30","1","1","1","1","0","0","0","0","0","0","0.66666669","0","1","1","0","0","0","0","1","0","0","0","4","10","0","1","0","0","0","0","0","0","0.33333334","0"
"CH/A-D","37","7","6","4","63","0","1","0","4","3","0","0","0","0","33","22","55","1","0","1","1","0","0","0.66666669","1","0","0","0.66666669","1","1","1","0","0","0","0","0","1","0","0","7","7","0","1","0","0","0","1","0","0","0.66666669","1"
"CH/A-D","37","8","6","4","63","0","1","0","4","5","0","0","0","0","33","8","41","1","0","0","0","0","0","0","0","0","0","0.66666669","0","0.5","0.5","0","0","0","0","0.5","0","0","0","9","6","0","0","0","0","0","0","0","0","0.66666669","0"
"CH/A-D","37","9","6","5","63","0","1","0","4","1","0","0","0","0","1","-4","-3","1","1","0","0","0","0","0.66666669","0","0","0","0.66666669","1","1","1","0","0","0","0","1","0","0","0","7","7","1","0","0","0","0.66666669","0","0","0","0.66666669","1"
"CH/A-D","37","10","6","1","63","0","1","0","1","4","0","0","0","0","-16","-21","-37","1","0","0","0","0","0","0","0","0","0","1","1","1","1","0","0","0","0","1","0","0","0","5","11","0","0","0","0","0","0","0","0","0.66666669","1"
"CH/A-D","37","11","6","2","63","0","1","0","3","1","0","0","0","0","8","22","30","1","0","0","0","0","0","0","0.66666669","0","0","0.66666669","0","1","1","0","0","0","0","1","0","0","0","6","13","0","0","0","0","0","0.66666669","0","0","0","0"
"CH/A-D","37","12","6","3","63","0","1","0","4","2","0","0","0","0","15","15","30","0","0","0","0","0","0","0","0","0","1","0.33333334","0","1","1","0","0","0","0","1","0","0","0","5","8","0","0","0","0","0","0","0","0.33333334","0.33333334","0"
"CH/A-D","37","13","6","4","63","0","1","0","4","3","0","0","0","0","33","22","55","0","0","0","0","0","0","0","0.33333334","0","0","0","0.5","0","0","0","0","0","1","0","0","0","0","9","9","0","0","0","0","0","0","0","0","0","0.5"
"CH/A-D","37","14","6","5","63","0","1","0","5","4","0","0","0","0","40","15","55","1","0","0","0","0.5","0","0","0","0","0.33333334","0","1","1","1","0","0","0","0","1","0","0","0","7","7","0","0","0.5","0","0","0","0","0.33333334","0","1"
"CH/A-D","37","15","6","2","63","0","1","0","3","1","0","0","0","0","8","22","30","1","0","1","1","0","0","0","0.33333334","0","0","0.66666669","1","1","1","0","0","0","0","1","0","0","0","5","8","0","1","0","0","0","0","0","0","0.66666669","1"
"CH/A-D","37","16","6","4","63","0","1","0","4","1","0","0","0","0","5","0","5","1","0","0","0","0","0","0","0","0","0","0","0.5","1","1","0","0","0","0","0","1","0","0","5","8","0","0","0","0","0","0","0","0","0","0.5"
"CH/A-D","37","17","6","1","63","0","1","0","2","1","0","0","0","0","15","40","55","0.5","0","0","0","0","0","0","0","0","0.66666669","0.66666669","0","1","1","0","0","0","0","1","0","0","0","3","7","0","0","0","0","0","0","0","0.66666669","0","0"
"CH/A-D","37","18","6","3","63","0","1","0","4","1","0","0","0","0","1","4","5","1","1","1","1","0","0","0","0","0","0","0.33333334","1","1","1","0","0","0","0","1","0","0","0","4","10","0","1","0","0","0","0","0","0","0","1"
"CH/S-D","29","1","6","2","2906","1","0","0","1","1","1","0","0","1","22","50","72","1","0","0","0","0.5","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","7","0","0","0","0","0","0","0","0","0","0"
"CH/S-D","29","2","6","2","2906","1","0","0","3","3","1","1","0","0","36","36","72","1","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","4","0","0","0","0","0","0","0","0","0","0"
"CH/S-D","29","3","6","3","2906","1","0","0","3","3","1","1","1","0","40","40","80","1","1","1","1","1","0","0","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","5","0","0","0","0","0","0","0","0","0","0"
"CH/S-D","29","4","6","5","2906","1","0","0","1","3","0","0","0","0","-18","4","-14","1","1","0","0","1","0.33333334","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","4","0","0","0","0","0","0","0","0","0","0"
"CH/S-D","29","5","6","1","2906","1","0","0","3","3","1","1","0","0","32","32","64","0.5","0.5","0","0","0","0","0","0","0.66666669","0","0","0","0","0","0","0","0","1","0","0","0","0","0","6","0","0","0","0","0","0","0","0","0","0"
"CH/S-D","29","6","6","3","2906","1","0","0","3","3","1","1","1","0","40","40","80","1","1","1","1","1","0","0.33333334","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","10","0","0","0","0","0","0","0","0","0","0"
"CH/S-D","29","7","6","4","2906","1","0","0","3","3","1","1","0","0","36","36","72","1","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0"
"CH/S-D","29","8","6","4","2906","1","0","0","2","3","0","0","0","0","11","22","33","1","1","0","0","0","0","0","0","0.33333334","0","0.33333334","0","0","0","0","0","0","1","0","0","0","0","0","6","0","0","0","0","0","0","0","0","0","0"
"CH/S-D","29","9","6","5","2906","1","0","0","2","3","0","0","0","0","7","18","25","1","1","0","0","0","0","0.33333334","0","0.66666669","0.33333334","0.33333334","0","0","0","0","0","0","1","0","0","0","0","0","4","0","0","0","0","0","0","0","0","0","0"
"CH/S-D","29","10","6","1","2906","1","0","0","3","3","1","1","0","0","32","32","64","1","1","0","0","1","0.33333334","1","0","0","0","0.33333334","0","0","0","0","0","0","1","0","0","0","0","0","4","0","0","0","0","0","0","0","0","0","0"
"CH/S-D","29","11","6","2","2906","1","0","0","3","3","1","1","0","0","36","36","72","1","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0"
"CH/S-D","29","12","6","3","2906","1","0","0","3","3","1","1","1","0","40","40","80","1","1","1","1","1","0","0","0","0.66666669","0","0.33333334","0","0","0","0","0","0","1","0","0","0","0","0","7","0","0","0","0","0","0","0","0","0","0"
"CH/S-D","29","13","6","4","2906","1","0","0","3","3","1","1","0","0","36","36","72","1","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","5","0","0","0","0","0","0","0","0","0","0"
"CH/S-D","29","14","6","5","2906","1","0","0","3","3","1","1","0","0","32","32","64","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0"
"CH/S-D","29","15","6","2","2906","1","0","0","3","3","1","1","0","0","36","36","72","1","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","12","0","0","0","0","0","0","0","0","0","0"
"CH/S-D","29","16","6","4","2906","1","0","0","3","3","1","1","0","0","36","36","72","1","1","0","0","0.5","0","0","0.5","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","12","0","0","0","0","0","0","0","0","0","0"
"CH/S-D","29","17","6","1","2906","1","0","0","3","3","1","1","0","0","32","32","64","1","1","0","0","1","0","0","0","0.33333334","0","0","0","0","0","0","0","0","1","0","0","0","0","0","7","0","0","0","0","0","0","0","0","0","0"
"CH/S-D","29","18","6","3","2906","1","0","0","2","3","0","0","0","0","15","26","41","1","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","12","0","0","0","0","0","0","0","0","0","0"
"CH/S-D","30","1","6","2","3006","1","0","0","3","1","0","0","0","0","8","22","30","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0"
"CH/S-D","30","2","6","2","3006","1","0","0","3","3","1","1","0","0","36","36","72","1","1","1","0","1","0.66666669","0.66666669","0.5","0","0.66666669","0.33333334","0","0","0","0","0","0","1","0","0","0","0","0","10","0","0","0","0","0","0","0","0","0","0"
"CH/S-D","30","3","6","3","3006","1","0","0","3","3","1","1","1","0","40","40","80","1","1","1","1","1","0.33333334","0.66666669","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","9","0","0","0","0","0","0","0","0","0","0"
"CH/S-D","30","4","6","5","3006","1","0","0","5","5","1","0","1","0","54","26","80","1","1","1","0","1","0.33333334","0","1","0","0","0.33333334","0","0","0","0","0","0","1","0","0","0","0","0","6","0","0","0","0","0","0","0","0","0","0"
"CH/S-D","30","5","6","1","3006","1","0","0","1","1","1","0","1","0","26","54","80","1","0","1","1","1","0","0","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","5","0","0","0","0","0","0","0","0","0","0"
"CH/S-D","30","6","6","3","3006","1","0","0","3","3","1","1","1","0","40","40","80","1","1","1","1","1","0.33333334","0.66666669","0.5","0","0.66666669","0.33333334","0","0","0","0","0","0","1","0","0","0","0","0","7","0","0","0","0","0","0","0","0","0","0"
"CH/S-D","30","7","6","4","3006","1","0","0","3","3","1","1","0","0","36","36","72","1","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0"
"CH/S-D","30","8","6","4","3006","1","0","0","3","3","1","1","0","0","36","36","72","1","1","1","0","1","0","0.66666669","1","0","0","0.33333334","0","0","0","0","0","0","1","0","0","0","0","0","9","0","0","0","0","0","0","0","0","0","0"
"CH/S-D","30","9","6","5","3006","1","0","0","3","3","1","1","0","0","32","32","64","1","1","0","0","0","0","1","0.5","0","0","0.33333334","0","0","0","0","0","0","1","0","0","0","0","0","6","0","0","0","0","0","0","0","0","0","0"
"CH/S-D","30","10","6","1","3006","1","0","0","1","1","1","0","1","0","26","54","80","0","0","0","0","0","0","0.33333334","0.5","0","1","0.66666669","0","0","0","0","0","0","1","0","0","0","0","0","11","0","0","0","0","0","0","0","0","0","0"
"CH/S-D","30","11","6","2","3006","1","0","0","3","3","1","1","0","0","36","36","72","1","1","0","0","1","0.33333334","0.66666669","0","0.33333334","0.66666669","1","0","0","0","0","0","0","1","0","0","0","0","0","23","0","0","0","0","0","0","0","0","0","0"
"CH/S-D","30","12","6","3","3006","1","0","0","3","3","1","1","1","0","40","40","80","1","1","1","1","1","0.33333334","0","1","0","0.66666669","1","0","0","0","0","0","0","1","0","0","0","0","0","12","0","0","0","0","0","0","0","0","0","0"
"CH/S-D","30","13","6","4","3006","1","0","0","3","3","1","1","0","0","36","36","72","1","1","0","0","1","0.33333334","0","0","0","0.66666669","1","0","0","0","0","0","0","1","0","0","0","0","0","11","0","0","0","0","0","0","0","0","0","0"
"CH/S-D","30","14","6","5","3006","1","0","0","5","5","1","0","1","0","54","26","80","1","0","1","0.5","1","0","0","0.5","0.33333334","0.33333334","0","0","0","0","0","0","0","1","0","0","0","0","0","17","0","0","0","0","0","0","0","0","0","0"
"CH/S-D","30","15","6","2","3006","1","0","0","3","3","1","1","0","0","36","36","72","1","1","0","0","1","0","0.33333334","1","0.33333334","0.33333334","0.66666669","0","0","0","0","0","0","1","0","0","0","0","0","13","0","0","0","0","0","0","0","0","0","0"
"CH/S-D","30","16","6","4","3006","1","0","0","3","3","1","1","0","0","36","36","72","1","1","1","0","1","0","0","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","10","0","0","0","0","0","0","0","0","0","0"
"CH/S-D","30","17","6","1","3006","1","0","0","1","1","1","0","1","0","26","54","80","1","0","1","1","1","0","0.66666669","1","0","0","1","0","0","0","0","0","0","1","0","0","0","0","0","12","0","0","0","0","0","0","0","0","0","0"
"CH/S-D","30","18","6","3","3006","1","0","0","3","3","1","1","1","0","40","40","80","1","1","1","0","1","0","0.66666669","1","0.33333334","0","0.66666669","0","0","0","0","0","0","1","0","0","0","0","0","15","0","0","0","0","0","0","0","0","0","0"
"CH/S-D","31","1","6","2","3106","1","0","0","4","4","1","0","0","1","39","25","64","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"CH/S-D","31","2","6","2","3106","1","0","0","5","2","0","0","0","0","0","5","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"CH/S-D","31","3","6","3","3106","1","0","0","1","1","1","0","0","1","18","46","64","1","0","0","0","1","0","0.66666669","1","0.33333334","0","0.33333334","0","0","0","0","0","0","1","0","0","0","0","0","7","0","0","0","0","0","0","0","0","0","0"
"CH/S-D","31","4","6","5","3106","1","0","0","5","5","1","0","1","0","54","26","80","1","0","1","1","1","0","0.33333334","0.5","1","0.33333334","0.33333334","0","0","0","0","0","0","1","0","0","0","0","0","11","0","0","0","0","0","0","0","0","0","0"
"CH/S-D","31","5","6","1","3106","1","0","0","4","5","0","0","0","0","21","-4","17","1","0","0","0","0","0","0.33333334","0","0.66666669","0","0.33333334","0","0","0","0","0","0","1","0","0","0","0","0","10","0","0","0","0","0","0","0","0","0","0"
"CH/S-D","31","6","6","3","3106","1","0","0","3","1","0","0","0","0","12","18","30","0","0","0","0","0","0","0","0","0.66666669","0.33333334","0.33333334","0","0","0","0","0","0","1","0","0","0","0","0","5","0","0","0","0","0","0","0","0","0","0"
"CH/S-D","31","7","6","4","3106","1","0","0","5","2","0","0","0","0","8","-3","5","1","0","0","0","0","1","0","1","0.33333334","0","0.66666669","0","0","0","0","0","0","1","0","0","0","0","0","8","0","0","0","0","0","0","0","0","0","0"
"CH/S-D","31","8","6","4","3106","1","0","0","3","3","1","1","0","0","36","36","72","0.5","0.5","0","0","1","0.66666669","0.66666669","0","0.33333334","0.33333334","0.66666669","0","0","0","0","0","0","1","0","0","0","0","0","7","0","0","0","0","0","0","0","0","0","0"
"CH/S-D","31","9","6","5","3106","1","0","0","3","3","1","1","0","0","32","32","64","1","1","0","0","1","1","0.66666669","0","0","0","0.33333334","0","0","0","0","0","0","1","0","0","0","0","0","6","0","0","0","0","0","0","0","0","0","0"
"CH/S-D","31","10","6","1","3106","1","0","0","3","3","1","1","0","0","32","32","64","1","1","0","0","1","0","0.66666669","0","0","0","0.33333334","0","0","0","0","0","0","1","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0"
"CH/S-D","31","11","6","2","3106","1","0","0","3","3","1","1","0","0","36","36","72","1","1","0","0","1","0","0.33333334","0.5","0","0","0.33333334","0","0","0","0","0","0","1","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0"
"CH/S-D","31","12","6","3","3106","1","0","0","3","3","1","1","1","0","40","40","80","1","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0"
"CH/S-D","31","13","6","4","3106","1","0","0","3","3","1","1","0","0","36","36","72","1","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0"
"CH/S-D","31","14","6","5","3106","1","0","0","3","3","1","1","0","0","32","32","64","1","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0"
"CH/S-D","31","15","6","2","3106","1","0","0","3","3","1","1","0","0","36","36","72","1","1","0","0","1","0.33333334","0","0","0","0.33333334","1","0","0","0","0","0","0","1","0","0","0","0","0","7","0","0","0","0","0","0","0","0","0","0"
"CH/S-D","31","16","6","4","3106","1","0","0","3","3","1","1","0","0","36","36","72","0","0","0","0","0","0","0","0.5","0","0","1","0","0","0","0","0","0","1","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0"
"CH/S-D","31","17","6","1","3106","1","0","0","3","3","1","1","0","0","32","32","64","1","1","0","0","0.5","0","0.66666669","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","4","0","0","0","0","0","0","0","0","0","0"
"CH/S-D","31","18","6","3","3106","1","0","0","3","3","1","1","1","0","40","40","80","1","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0"
"CH-MC","32","1","6","2","3206","0","0","1","2","2","1","0","1","0","33","47","80","0","0","0","0","0","0","0","0","0","0","0.33333334","1","1","1","0.5","0.5","0.66666669","0","0","1","0.5","0","4","3","0","0","0","0","0","0","0","0","0","0"
"CH-MC","32","2","6","2","3206","0","0","1","3","3","1","1","0","0","36","36","72","1","1","0","0","1","0.33333334","0.66666669","0.5","0","0","0.33333334","1","1","1","0","0","0","0","0","1","0","0","4","4","0","0","0","0","0","0","0","0","0","0"
"CH-MC","32","3","6","3","3206","0","0","1","3","3","1","1","1","0","40","40","80","1","1","1","0.5","1","0.33333334","1","0.5","0","0","0","1","1","1","0","0","0","0","1","1","0","0","5","7","0","0","0","0","0","0","0","0","0","0"
"CH-MC","32","4","6","5","3206","0","0","1","4","4","1","0","0","1","43","29","72","1","1","0","0","0.5","0.33333334","0.66666669","1","0","0","0.66666669","1","1","1","0","0","0","0","1","1","0","0","8","6","0","0","0","0","0","0","0","0","0","0"
"CH-MC","32","5","6","1","3206","0","0","1","3","3","1","1","0","0","32","32","64","1","1","0","0","1","0","0.66666669","0","0","0.66666669","0","1","1","1","0","0","0","0","1","0.5","0","0","8","4","0","0","0","0","0","0","0","0","0","0"
"CH-MC","32","6","6","3","3206","0","0","1","3","3","1","1","1","0","40","40","80","1","1","1","1","1","0","0","0","0","0","0","1","1","1","0","0","0","0","0","1","0","0","2","3","0","0","0","0","0","0","0","0","0","0"
"CH-MC","32","7","6","4","3206","0","0","1","3","3","1","1","0","0","36","36","72","1","1","1","0","1","0","1","0.5","0","0.33333334","0.33333334","0","1","1","0","0","0","0","1","1","0","0","7","9","0","0","0","0","0","0","0","0","0","0"
"CH-MC","32","8","6","4","3206","0","0","1","4","4","1","0","1","0","47","33","80","1","1","1","1","0.5","0","0.66666669","1","0","0.33333334","0.66666669","0","1","1","0","0","0","0","1","1","0","0","10","11","0","0","0","0","0","0","0","0","0","0"
"CH-MC","32","9","6","5","3206","0","0","1","3","3","1","1","0","0","32","32","64","1","1","0","0","1","0","1","0","0","0","0","0","1","1","0","0","0","0","1","1","0","0","5","5","0","0","0","0","0","0","0","0","0","0"
"CH-MC","32","10","6","1","3206","0","0","1","2","2","1","0","0","1","29","43","72","1","1","0","0","1","0","0.33333334","1","0","0","0.66666669","1","1","1","0","0","0","0","1","0","0","0","9","9","0","0","0","0","0","0","0","0","0","0"
"CH-MC","32","11","6","2","3206","0","0","1","3","3","1","1","0","0","36","36","72","1","1","0.5","0","0.5","0","1","0","0","0","0.66666669","0","0.5","0.5","0","0","0","0.5","0.5","0.5","0","0","6","4","0","0","0","0","0","0","0","0","0","0"
"CH-MC","32","12","6","3","3206","0","0","1","3","3","1","1","1","0","40","40","80","1","1","1","1","0.5","0","0.66666669","0.5","0.33333334","0","0.66666669","0","0.5","0.5","0","0","0","0.5","0.5","0.5","0","0","9","14","0","0","0","0","0","0","0","0","0","0"
"CH-MC","32","13","6","4","3206","0","0","1","4","4","1","0","1","0","47","33","80","1","0","1","1","1","0","1","0.5","0","0","1","0","0.5","0.5","0","0","0","0.5","0.5","0.5","0","0","10","6","0","0","0","0","0","0","0","0","0","0"
"CH-MC","32","14","6","5","3206","0","0","1","5","5","1","0","1","0","54","26","80","1","0","1","0.5","1","0","0.66666669","0.5","0","0","1","0","0.5","0.5","0","0","0","0.5","0.5","0.5","0","0","19","13","0","0","0","0","0","0","0","0","0","0"
"CH-MC","32","15","6","2","3206","0","0","1","2","2","1","0","1","0","33","47","80","1","0","1","1","1","0","0","0","0.33333334","0","0.33333334","0","0.5","0.5","0","0","0","0.5","0.5","0.5","0","0","7","10","0","0","0","0","0","0","0","0","0","0"
"CH-MC","32","16","6","4","3206","0","0","1","4","4","1","0","1","0","47","33","80","1","0","1","0","1","0","0.33333334","0.5","0.33333334","0","1","0","0.5","0.5","0","0","0","0.5","0.5","0.5","0","0","6","8","0","0","0","0","0","0","0","0","0","0"
"CH-MC","32","17","6","1","3206","0","0","1","1","1","1","0","1","0","26","54","80","1","0","1","1","1","0","0.33333334","0","0.33333334","0","0","0","0.5","0.5","0","0","0","0.5","0.5","0.5","0","0","10","12","0","0","0","0","0","0","0","0","0","0"
"CH-MC","32","18","6","3","3206","0","0","1","3","3","1","1","1","0","40","40","80","1","1","1","1","1","0","0","0","0","0","0","0","0.5","0.5","0","0","0","0.5","0.5","0.5","0","0","10","15","0","0","0","0","0","0","0","0","0","0"
"CH-MC","33","1","6","2","3306","0","0","1","2","2","1","0","1","0","33","47","80","0","0","0","0","0","0","0","0","0","0","0","1","1","1","0","0","0","0","1","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0"
"CH-MC","33","2","6","2","3306","0","0","1","4","4","1","0","0","1","39","25","64","1","0","0","0","0","0.66666669","0","0","1","0","0.66666669","1","1","1","0","0","0.66666669","0","1","0.5","0","0","8","14","0","0","0","0","0","0","0","0","0","0"
"CH-MC","33","3","6","3","3306","0","0","1","3","3","1","1","1","0","40","40","80","1","1","1","1","1","0","1","1","0","0","0.33333334","1","1","1","0","0.5","0","0","1","1","0","0","4","15","0","0","0","0","0","0","0","0","0","0"
"CH-MC","33","4","6","5","3306","0","0","1","3","3","1","1","0","0","32","32","64","1","1","1","0","1","0","1","0","0.33333334","0.33333334","1","1","1","1","0","0","0","0","1","1","0","0","16","20","0","0","0","0","0","0","0","0","0","0"
"CH-MC","33","5","6","1","3306","0","0","1","3","3","1","1","0","0","32","32","64","1","1","1","0","0.5","0","0.33333334","0","0.33333334","0","0.66666669","1","1","1","0","0","0","0","1","0.5","0","0","10","26","0","0","0","0","0","0","0","0","0","0"
