"obn","time","session","period","group","game","subjectid","subject","message","messagecode","late","type","strategy1","strategy2","payoff_1","payoff_2","payoff_manager","surplus_babbling"
"1810","22","1","18","3","3","114","14","C está diciendo la verdad","C está diciendo la verdad","1","1","4","1","1","4","5","80"
"1811","22","1","18","3","3","107","7","Es el juego: 3","Es el juego 3","1","2","4","1","1","4","5","80"
"1812","23","1","18","3","3","107","7","Es el juego: 3","Es el juego 3","1","2","4","1","1","4","5","80"
"1813","25","1","18","3","3","107","7","F está mintiendo","F está mintiendo","1","2","4","1","1","4","5","80"
"1814","25","1","18","3","3","114","14","C está mintiendo","C está mintiendo","1","1","4","1","1","4","5","80"
"1815","26","1","18","3","3","107","7","F está mintiendo","F está mintiendo","1","2","4","1","1","4","5","80"
"1816","26","1","18","3","3","114","14","Es el juego: 5","Es el juego 5","1","1","4","1","1","4","5","80"
"1817","28","1","18","3","3","107","7","F está mintiendo","F está mintiendo","1","2","4","1","1","4","5","80"
"1818","29","1","18","3","3","114","14","Estoy diciendo la verdad","Estoy diciendo la verdad.","1","1","4","1","1","4","5","80"
"1819","29","1","18","3","3","107","7","Es el juego: 3","Es el juego 3","1","2","4","1","1","4","5","80"
"1820","32","1","18","3","3","107","7","Es el juego: 3","Es el juego 3","1","2","4","1","1","4","5","80"
"1821","33","1","18","3","3","114","14","Es el juego: 5","Es el juego 5","1","1","4","1","1","4","5","80"
"1822","35","1","18","3","3","114","14","Es el juego: 5","Es el juego 5","1","1","4","1","1","4","5","80"
"1823","35","1","18","3","3","107","7","Es el juego: 3","Es el juego 3","1","2","4","1","1","4","5","80"
"1824","37","1","18","3","3","107","7","Es el juego: 3","Es el juego 3","1","2","4","1","1","4","5","80"
"1825","39","1","18","3","3","107","7","Es el juego: 3","Es el juego 3","1","2","4","1","1","4","5","80"
"1826","39","1","18","3","3","114","14","Es el juego: 5","Es el juego 5","1","1","4","1","1","4","5","80"
"1827","40","1","18","3","3","107","7","Es el juego: 3","Es el juego 3","1","2","4","1","1","4","5","80"
"1828","42","1","18","3","3","107","7","Es el juego: 3","Es el juego 3","1","2","4","1","1","4","5","80"
"1829","44","1","18","3","3","107","7","Es el juego: 3","Es el juego 3","1","2","4","1","1","4","5","80"
"1830","45","1","18","3","3","107","7","Es el juego: 3","Es el juego 3","1","2","4","1","1","4","5","80"
"1831","5","1","18","4","2","120","20","¿En qué juego estamos?","¿En qué juego estamos?","1","0","2","2","33","47","80","72"
"1832","7","1","18","4","2","115","15","Es el juego: 5","Es el juego 5","1","1","2","2","33","47","80","72"
"1833","7","1","18","4","2","101","1","Es el juego: 2","Es el juego 2","1","2","2","2","33","47","80","72"
"1834","9","1","18","4","2","101","1","F está mintiendo","F está mintiendo","1","2","2","2","33","47","80","72"
"1835","11","1","18","4","2","115","15","C está mintiendo","C está mintiendo","1","1","2","2","33","47","80","72"
"1836","13","1","18","4","2","101","1","Es el juego: 2","Es el juego 2","1","2","2","2","33","47","80","72"
"1837","13","1","18","4","2","115","15","C está mintiendo","C está mintiendo","1","1","2","2","33","47","80","72"
"1838","15","1","18","4","2","115","15","C está mintiendo","C está mintiendo","1","1","2","2","33","47","80","72"
"1839","19","1","18","4","2","101","1","Es el juego: 2","Es el juego 2","1","2","2","2","33","47","80","72"
"1840","22","1","18","4","2","101","1","F está mintiendo","F está mintiendo","1","2","2","2","33","47","80","72"
"1841","22","1","18","4","2","115","15","C está mintiendo","C está mintiendo","1","1","2","2","33","47","80","72"
"1842","24","1","18","4","2","101","1","Estoy diciendo la verdad","Estoy diciendo la verdad.","1","2","2","2","33","47","80","72"
"1843","29","1","18","4","2","101","1","Estoy diciendo la verdad","Estoy diciendo la verdad.","1","2","2","2","33","47","80","72"
"1844","46","1","18","4","2","115","15","Es el juego: 5","Es el juego 5","1","1","2","2","33","47","80","72"
"1845","4","1","18","5","5","126","26","¿En qué juego estamos?","¿En qué juego estamos?","1","0","1","1","10","38","48","64"
"1846","8","1","18","5","5","106","6","Es el juego: 1","Es el juego 1","1","2","1","1","10","38","48","64"
"1847","16","1","18","5","5","113","13","C está diciendo la verdad","C está diciendo la verdad","1","1","1","1","10","38","48","64"
"1848","1","1","18","6","3","125","25","¿En qué juego estamos?","¿En qué juego estamos?","1","0","3","3","40","40","80","80"
"1849","9","1","18","6","3","111","11","Es el juego: 3","Es el juego 3","1","1","3","3","40","40","80","80"
"1850","14","1","18","6","3","108","8","Es el juego: 3","Es el juego 3","1","2","3","3","40","40","80","80"
"1851","22","1","18","6","3","111","11","C está diciendo la verdad","C está diciendo la verdad","1","1","3","3","40","40","80","80"
"1852","4","1","18","7","2","119","19","¿En qué juego estamos?","¿En qué juego estamos?","1","0","2","2","33","47","80","72"
"1853","4","1","18","7","2","104","4","Es el juego: 2","Es el juego 2","1","2","2","2","33","47","80","72"
"1854","10","1","18","7","2","118","18","Es el juego: 5","Es el juego 5","1","1","2","2","33","47","80","72"
"1855","13","1","18","7","2","104","4","F está mintiendo","F está mintiendo","1","2","2","2","33","47","80","72"
"1856","14","1","18","7","2","118","18","C está mintiendo","C está mintiendo","1","1","2","2","33","47","80","72"
"1857","16","1","18","7","2","104","4","Estoy diciendo la verdad","Estoy diciendo la verdad.","1","2","2","2","33","47","80","72"
"1858","17","1","18","7","2","118","18","Estoy diciendo la verdad","Estoy diciendo la verdad.","1","1","2","2","33","47","80","72"
"1859","18","1","18","7","2","104","4","Es el juego: 2","Es el juego 2","1","2","2","2","33","47","80","72"
"1860","18","1","18","7","2","118","18","Es el juego: 5","Es el juego 5","1","1","2","2","33","47","80","72"
"1861","20","1","18","7","2","104","4","Es el juego: 2","Es el juego 2","1","2","2","2","33","47","80","72"
"1862","20","1","18","7","2","118","18","C está mintiendo","C está mintiendo","1","1","2","2","33","47","80","72"
"1863","21","1","18","7","2","104","4","Es el juego: 2","Es el juego 2","1","2","2","2","33","47","80","72"
"1864","22","1","18","7","2","104","4","Es el juego: 2","Es el juego 2","1","2","2","2","33","47","80","72"
"1865","23","1","18","7","2","118","18","Estoy diciendo la verdad","Estoy diciendo la verdad.","1","1","2","2","33","47","80","72"
"1866","24","1","18","7","2","104","4","Es el juego: 2","Es el juego 2","1","2","2","2","33","47","80","72"
"1867","25","1","18","7","2","104","4","Es el juego: 2","Es el juego 2","1","2","2","2","33","47","80","72"
"1868","25","1","18","7","2","118","18","Es el juego: 5","Es el juego 5","1","1","2","2","33","47","80","72"
"1869","27","1","18","7","2","104","4","Es el juego: 2","Es el juego 2","1","2","2","2","33","47","80","72"
"1870","27","1","18","7","2","118","18","Es el juego: 5","Es el juego 5","1","1","2","2","33","47","80","72"
"1871","28","1","18","7","2","104","4","F está mintiendo","F está mintiendo","1","2","2","2","33","47","80","72"
"1872","30","1","18","7","2","104","4","F está mintiendo","F está mintiendo","1","2","2","2","33","47","80","72"
"1873","30","1","18","7","2","118","18","Estoy diciendo la verdad","Estoy diciendo la verdad.","1","1","2","2","33","47","80","72"
"1874","32","1","18","7","2","104","4","Es el juego: 2","Es el juego 2","1","2","2","2","33","47","80","72"
"1875","32","1","18","7","2","118","18","Es el juego: 5","Es el juego 5","1","1","2","2","33","47","80","72"
"1876","33","1","18","7","2","104","4","F está mintiendo","F está mintiendo","1","2","2","2","33","47","80","72"
"1877","34","1","18","7","2","118","18","Es el juego: 5","Es el juego 5","1","1","2","2","33","47","80","72"
"1878","35","1","18","7","2","104","4","Es el juego: 2","Es el juego 2","1","2","2","2","33","47","80","72"
"1879","36","1","18","7","2","118","18","Estoy diciendo la verdad","Estoy diciendo la verdad.","1","1","2","2","33","47","80","72"
"1880","36","1","18","7","2","104","4","F está mintiendo","F está mintiendo","1","2","2","2","33","47","80","72"
"1881","38","1","18","7","2","118","18","Es el juego: 5","Es el juego 5","1","1","2","2","33","47","80","72"
"1882","39","1","18","7","2","104","4","F está mintiendo","F está mintiendo","1","2","2","2","33","47","80","72"
"1883","41","1","18","7","2","118","18","Estoy diciendo la verdad","Estoy diciendo la verdad.","1","1","2","2","33","47","80","72"
"1884","41","1","18","7","2","104","4","F está mintiendo","F está mintiendo","1","2","2","2","33","47","80","72"
"1885","43","1","18","7","2","118","18","C está mintiendo","C está mintiendo","1","1","2","2","33","47","80","72"
"1886","43","1","18","7","2","104","4","Es el juego: 2","Es el juego 2","1","2","2","2","33","47","80","72"
"1887","45","1","18","7","2","104","4","F está mintiendo","F está mintiendo","1","2","2","2","33","47","80","72"
"1888","2","1","18","8","3","122","22","¿En qué juego estamos?","¿En qué juego estamos?","1","0","2","2","29","43","72","80"
"1889","4","1","18","8","3","122","22","¿En qué juego estamos?","¿En qué juego estamos?","1","0","2","2","29","43","72","80"
"1890","5","1","18","8","3","122","22","¿En qué juego estamos?","¿En qué juego estamos?","1","0","2","2","29","43","72","80"
"1891","6","1","18","8","3","122","22","¿En qué juego estamos?","¿En qué juego estamos?","1","0","2","2","29","43","72","80"
"1892","6","1","18","8","3","105","5","Es el juego: 3","Es el juego 3","1","2","2","2","29","43","72","80"
"1893","6","1","18","8","3","110","10","Es el juego: 3","Es el juego 3","1","1","2","2","29","43","72","80"
"1894","8","1","18","8","3","110","10","Estoy diciendo la verdad","Estoy diciendo la verdad.","1","1","2","2","29","43","72","80"
"1895","9","1","18","8","3","122","22","Por favor decidme la verdad","Por favor decidme la verdad","1","0","2","2","29","43","72","80"
"1896","10","1","18","8","3","105","5","F está diciendo la verdad","F está diciendo la verdad","1","2","2","2","29","43","72","80"
"1897","10","1","18","8","3","122","22","Por favor decidme la verdad","Por favor decidme la verdad","1","0","2","2","29","43","72","80"
"1898","11","1","18","8","3","110","10","C está diciendo la verdad","C está diciendo la verdad","1","1","2","2","29","43","72","80"
"1899","12","1","18","8","3","105","5","Estoy diciendo la verdad","Estoy diciendo la verdad.","1","2","2","2","29","43","72","80"
"1900","20","1","18","8","3","110","10","Estoy diciendo la verdad","Estoy diciendo la verdad.","1","1","2","2","29","43","72","80"
"1901","22","1","18","8","3","110","10","C está diciendo la verdad","C está diciendo la verdad","1","1","2","2","29","43","72","80"
"1902","23","1","18","8","3","110","10","Estoy diciendo la verdad","Estoy diciendo la verdad.","1","1","2","2","29","43","72","80"
"1903","25","1","18","8","3","110","10","C está diciendo la verdad","C está diciendo la verdad","1","1","2","2","29","43","72","80"
"1904","26","1","18","8","3","110","10","Estoy diciendo la verdad","Estoy diciendo la verdad.","1","1","2","2","29","43","72","80"
"1905","41","1","18","8","3","110","10","C está diciendo la verdad","C está diciendo la verdad","1","1","2","2","29","43","72","80"
"1906","43","1","18","8","3","110","10","C está diciendo la verdad","C está diciendo la verdad","1","1","2","2","29","43","72","80"
"1907","2","1","18","9","3","127","27","Por favor decidme la verdad","Por favor decidme la verdad","1","0","3","3","40","40","80","80"
"1908","3","1","18","9","3","127","27","Por favor decidme la verdad","Por favor decidme la verdad","1","0","3","3","40","40","80","80"
"1909","5","1","18","9","3","127","27","Por favor decidme la verdad","Por favor decidme la verdad","1","0","3","3","40","40","80","80"
"1910","5","1","18","9","3","109","9","Es el juego: 3","Es el juego 3","1","2","3","3","40","40","80","80"
"1911","9","1","18","9","3","112","12","Es el juego: 3","Es el juego 3","1","1","3","3","40","40","80","80"
"1912","11","1","18","9","3","112","12","C está diciendo la verdad","C está diciendo la verdad","1","1","3","3","40","40","80","80"
"1913","14","1","18","9","3","109","9","F está diciendo la verdad","F está diciendo la verdad","1","2","3","3","40","40","80","80"
"1914","14","1","18","9","3","127","27","¿En qué juego estamos?","¿En qué juego estamos?","1","0","3","3","40","40","80","80"
"1915","19","1","18","9","3","112","12","Es el juego: 3","Es el juego 3","1","1","3","3","40","40","80","80"
"1916","21","1","18","9","3","112","12","Estoy diciendo la verdad","Estoy diciendo la verdad.","1","1","3","3","40","40","80","80"
"1917","31","1","18","9","3","109","9","F está diciendo la verdad","F está diciendo la verdad","1","2","3","3","40","40","80","80"
"1918","32","1","18","9","3","109","9","Es el juego: 3","Es el juego 3","1","2","3","3","40","40","80","80"
"1919","34","1","18","9","3","112","12","C está diciendo la verdad","C está diciendo la verdad","1","1","3","3","40","40","80","80"
"1920","34","1","18","9","3","109","9","Estoy diciendo la verdad","Estoy diciendo la verdad.","1","2","3","3","40","40","80","80"
"3833","4","2","18","1","2","221","21","¿En qué juego estamos?","¿En qué juego estamos?","1","0","1","1","22","50","72","72"
"3834","7","2","18","1","2","221","21","Por favor decidme la verdad","Por favor decidme la verdad","1","0","1","1","22","50","72","72"
"3835","13","2","18","1","2","203","3","Es el juego: 2","Es el juego 2","1","2","1","1","22","50","72","72"
"3836","21","2","18","1","2","213","13","C está diciendo la verdad","C está diciendo la verdad","1","1","1","1","22","50","72","72"
"3837","3","2","18","2","4","220","20","¿En qué juego estamos?","¿En qué juego estamos?","1","0","4","4","47","33","80","72"
"3838","3","2","18","2","4","215","15","Es el juego: 4","Es el juego 4","1","1","4","4","47","33","80","72"
"3839","5","2","18","2","4","220","20","Por favor decidme la verdad","Por favor decidme la verdad","1","0","4","4","47","33","80","72"
"3840","5","2","18","2","4","209","9","Es el juego: 1","Es el juego 1","1","2","4","4","47","33","80","72"
"3841","6","2","18","2","4","215","15","Es el juego: 4","Es el juego 4","1","1","4","4","47","33","80","72"
"3842","6","2","18","2","4","220","20","¿En qué juego estamos?","¿En qué juego estamos?","1","0","4","4","47","33","80","72"
"3843","8","2","18","2","4","215","15","Es el juego: 4","Es el juego 4","1","1","4","4","47","33","80","72"
"3844","8","2","18","2","4","209","9","Es el juego: 1","Es el juego 1","1","2","4","4","47","33","80","72"
"3845","9","2","18","2","4","220","20","Por favor decidme la verdad","Por favor decidme la verdad","1","0","4","4","47","33","80","72"
"3846","10","2","18","2","4","215","15","Es el juego: 4","Es el juego 4","1","1","4","4","47","33","80","72"
"3847","11","2","18","2","4","215","15","Es el juego: 4","Es el juego 4","1","1","4","4","47","33","80","72"
"3848","12","2","18","2","4","220","20","Por favor decidme la verdad","Por favor decidme la verdad","1","0","4","4","47","33","80","72"
"3849","12","2","18","2","4","215","15","Es el juego: 4","Es el juego 4","1","1","4","4","47","33","80","72"
"3850","13","2","18","2","4","220","20","Por favor decidme la verdad","Por favor decidme la verdad","1","0","4","4","47","33","80","72"
"3851","14","2","18","2","4","215","15","Es el juego: 4","Es el juego 4","1","1","4","4","47","33","80","72"
"3852","15","2","18","2","4","220","20","Por favor decidme la verdad","Por favor decidme la verdad","1","0","4","4","47","33","80","72"
"3853","17","2","18","2","4","220","20","Por favor decidme la verdad","Por favor decidme la verdad","1","0","4","4","47","33","80","72"
"3854","17","2","18","2","4","215","15","Es el juego: 4","Es el juego 4","1","1","4","4","47","33","80","72"
"3855","18","2","18","2","4","220","20","Por favor decidme la verdad","Por favor decidme la verdad","1","0","4","4","47","33","80","72"
"3856","19","2","18","2","4","209","9","Es el juego: 1","Es el juego 1","1","2","4","4","47","33","80","72"
"3857","20","2","18","2","4","220","20","Por favor decidme la verdad","Por favor decidme la verdad","1","0","4","4","47","33","80","72"
"3858","20","2","18","2","4","215","15","Es el juego: 4","Es el juego 4","1","1","4","4","47","33","80","72"
"3859","21","2","18","2","4","209","9","Es el juego: 1","Es el juego 1","1","2","4","4","47","33","80","72"
"3860","21","2","18","2","4","220","20","Por favor decidme la verdad","Por favor decidme la verdad","1","0","4","4","47","33","80","72"
"3861","22","2","18","2","4","215","15","Es el juego: 4","Es el juego 4","1","1","4","4","47","33","80","72"
"3862","23","2","18","2","4","209","9","F está mintiendo","F está mintiendo","1","2","4","4","47","33","80","72"
"3863","23","2","18","2","4","215","15","Es el juego: 4","Es el juego 4","1","1","4","4","47","33","80","72"
"3864","24","2","18","2","4","209","9","Es el juego: 1","Es el juego 1","1","2","4","4","47","33","80","72"
"3865","25","2","18","2","4","215","15","C está mintiendo","C está mintiendo","1","1","4","4","47","33","80","72"
"3866","26","2","18","2","4","209","9","Es el juego: 1","Es el juego 1","1","2","4","4","47","33","80","72"
"3867","27","2","18","2","4","215","15","Es el juego: 4","Es el juego 4","1","1","4","4","47","33","80","72"
"3868","27","2","18","2","4","209","9","Es el juego: 1","Es el juego 1","1","2","4","4","47","33","80","72"
"3869","28","2","18","2","4","215","15","Es el juego: 4","Es el juego 4","1","1","4","4","47","33","80","72"
"3870","29","2","18","2","4","209","9","Es el juego: 1","Es el juego 1","1","2","4","4","47","33","80","72"
"3871","29","2","18","2","4","215","15","Es el juego: 4","Es el juego 4","1","1","4","4","47","33","80","72"
"3872","30","2","18","2","4","220","20","¿En qué juego estamos?","¿En qué juego estamos?","1","0","4","4","47","33","80","72"
"3873","31","2","18","2","4","215","15","Es el juego: 4","Es el juego 4","1","1","4","4","47","33","80","72"
"3874","31","2","18","2","4","209","9","Es el juego: 1","Es el juego 1","1","2","4","4","47","33","80","72"
"3875","33","2","18","2","4","220","20","¿En qué juego estamos?","¿En qué juego estamos?","1","0","4","4","47","33","80","72"
"3876","33","2","18","2","4","215","15","C está mintiendo","C está mintiendo","1","1","4","4","47","33","80","72"
"3877","34","2","18","2","4","209","9","Es el juego: 1","Es el juego 1","1","2","4","4","47","33","80","72"
"3878","35","2","18","2","4","215","15","Es el juego: 4","Es el juego 4","1","1","4","4","47","33","80","72"
"3879","35","2","18","2","4","209","9","Es el juego: 1","Es el juego 1","1","2","4","4","47","33","80","72"
"3880","36","2","18","2","4","220","20","¿En qué juego estamos?","¿En qué juego estamos?","1","0","4","4","47","33","80","72"
"3881","36","2","18","2","4","215","15","Es el juego: 4","Es el juego 4","1","1","4","4","47","33","80","72"
"3882","37","2","18","2","4","209","9","Es el juego: 1","Es el juego 1","1","2","4","4","47","33","80","72"
"3883","38","2","18","2","4","215","15","Es el juego: 4","Es el juego 4","1","1","4","4","47","33","80","72"
"3884","38","2","18","2","4","220","20","¿En qué juego estamos?","¿En qué juego estamos?","1","0","4","4","47","33","80","72"
"3885","39","2","18","2","4","209","9","Es el juego: 1","Es el juego 1","1","2","4","4","47","33","80","72"
"3886","39","2","18","2","4","220","20","¿En qué juego estamos?","¿En qué juego estamos?","1","0","4","4","47","33","80","72"
"3887","39","2","18","2","4","215","15","Es el juego: 4","Es el juego 4","1","1","4","4","47","33","80","72"
"3888","40","2","18","2","4","209","9","Es el juego: 1","Es el juego 1","1","2","4","4","47","33","80","72"
"3889","41","2","18","2","4","215","15","Es el juego: 4","Es el juego 4","1","1","4","4","47","33","80","72"
"3890","41","2","18","2","4","220","20","¿En qué juego estamos?","¿En qué juego estamos?","1","0","4","4","47","33","80","72"
"3891","42","2","18","2","4","215","15","Es el juego: 4","Es el juego 4","1","1","4","4","47","33","80","72"
"3892","43","2","18","2","4","220","20","¿En qué juego estamos?","¿En qué juego estamos?","1","0","4","4","47","33","80","72"
"3893","43","2","18","2","4","209","9","Estoy diciendo la verdad","Estoy diciendo la verdad.","1","2","4","4","47","33","80","72"
"3894","43","2","18","2","4","215","15","Es el juego: 4","Es el juego 4","1","1","4","4","47","33","80","72"
"3895","44","2","18","2","4","209","9","Estoy diciendo la verdad","Estoy diciendo la verdad.","1","2","4","4","47","33","80","72"
"3896","45","2","18","2","4","220","20","¿En qué juego estamos?","¿En qué juego estamos?","1","0","4","4","47","33","80","72"
"3897","45","2","18","2","4","215","15","Es el juego: 4","Es el juego 4","1","1","4","4","47","33","80","72"
"3898","46","2","18","2","4","209","9","Estoy diciendo la verdad","Estoy diciendo la verdad.","1","2","4","4","47","33","80","72"
"3899","46","2","18","2","4","215","15","Es el juego: 4","Es el juego 4","1","1","4","4","47","33","80","72"
"3900","46","2","18","2","4","220","20","¿En qué juego estamos?","¿En qué juego estamos?","1","0","4","4","47","33","80","72"
"3901","5","2","18","3","3","211","11","Es el juego: 5","Es el juego 5","1","1","3","3","40","40","80","80"
"3902","6","2","18","3","3","222","22","¿En qué juego estamos?","¿En qué juego estamos?","1","0","3","3","40","40","80","80"
"3903","7","2","18","3","3","211","11","Es el juego: 5","Es el juego 5","1","1","3","3","40","40","80","80"
"3904","8","2","18","3","3","202","2","Es el juego: 1","Es el juego 1","1","2","3","3","40","40","80","80"
"3905","9","2","18","3","3","211","11","Es el juego: 5","Es el juego 5","1","1","3","3","40","40","80","80"
"3906","10","2","18","3","3","211","11","Es el juego: 5","Es el juego 5","1","1","3","3","40","40","80","80"
"3907","11","2","18","3","3","211","11","Es el juego: 5","Es el juego 5","1","1","3","3","40","40","80","80"
"3908","12","2","18","3","3","202","2","Es el juego: 1","Es el juego 1","1","2","3","3","40","40","80","80"
"3909","13","2","18","3","3","211","11","C está mintiendo","C está mintiendo","1","1","3","3","40","40","80","80"
"3910","13","2","18","3","3","202","2","Es el juego: 1","Es el juego 1","1","2","3","3","40","40","80","80"
"3911","14","2","18","3","3","211","11","C está mintiendo","C está mintiendo","1","1","3","3","40","40","80","80"
"3912","15","2","18","3","3","202","2","Es el juego: 1","Es el juego 1","1","2","3","3","40","40","80","80"
"3913","16","2","18","3","3","202","2","Es el juego: 1","Es el juego 1","1","2","3","3","40","40","80","80"
"3914","16","2","18","3","3","211","11","Es el juego: 5","Es el juego 5","1","1","3","3","40","40","80","80"
"3915","18","2","18","3","3","202","2","Es el juego: 1","Es el juego 1","1","2","3","3","40","40","80","80"
"3916","18","2","18","3","3","211","11","C está mintiendo","C está mintiendo","1","1","3","3","40","40","80","80"
"3917","19","2","18","3","3","202","2","Es el juego: 1","Es el juego 1","1","2","3","3","40","40","80","80"
"3918","20","2","18","3","3","211","11","Es el juego: 5","Es el juego 5","1","1","3","3","40","40","80","80"
"3919","20","2","18","3","3","202","2","Es el juego: 1","Es el juego 1","1","2","3","3","40","40","80","80"
"3920","22","2","18","3","3","202","2","Es el juego: 1","Es el juego 1","1","2","3","3","40","40","80","80"
"3921","22","2","18","3","3","211","11","C está mintiendo","C está mintiendo","1","1","3","3","40","40","80","80"
"3922","23","2","18","3","3","202","2","Es el juego: 1","Es el juego 1","1","2","3","3","40","40","80","80"
"3923","24","2","18","3","3","211","11","C está mintiendo","C está mintiendo","1","1","3","3","40","40","80","80"
"3924","25","2","18","3","3","202","2","Es el juego: 1","Es el juego 1","1","2","3","3","40","40","80","80"
"3925","25","2","18","3","3","211","11","C está mintiendo","C está mintiendo","1","1","3","3","40","40","80","80"
"3926","26","2","18","3","3","202","2","Es el juego: 1","Es el juego 1","1","2","3","3","40","40","80","80"
"3927","27","2","18","3","3","202","2","Es el juego: 1","Es el juego 1","1","2","3","3","40","40","80","80"
"3928","27","2","18","3","3","211","11","Es el juego: 5","Es el juego 5","1","1","3","3","40","40","80","80"
"3929","28","2","18","3","3","222","22","Por favor decidme la verdad","Por favor decidme la verdad","1","0","3","3","40","40","80","80"
"3930","28","2","18","3","3","211","11","Es el juego: 5","Es el juego 5","1","1","3","3","40","40","80","80"
"3931","28","2","18","3","3","202","2","Es el juego: 1","Es el juego 1","1","2","3","3","40","40","80","80"
"3932","29","2","18","3","3","202","2","Es el juego: 1","Es el juego 1","1","2","3","3","40","40","80","80"
"3933","30","2","18","3","3","211","11","Es el juego: 5","Es el juego 5","1","1","3","3","40","40","80","80"
"3934","31","2","18","3","3","202","2","Es el juego: 1","Es el juego 1","1","2","3","3","40","40","80","80"
"3935","31","2","18","3","3","211","11","C está mintiendo","C está mintiendo","1","1","3","3","40","40","80","80"
"3936","32","2","18","3","3","202","2","Es el juego: 1","Es el juego 1","1","2","3","3","40","40","80","80"
"3937","33","2","18","3","3","211","11","C está mintiendo","C está mintiendo","1","1","3","3","40","40","80","80"
"3938","33","2","18","3","3","202","2","Es el juego: 1","Es el juego 1","1","2","3","3","40","40","80","80"
"3939","34","2","18","3","3","211","11","C está mintiendo","C está mintiendo","1","1","3","3","40","40","80","80"
"3940","35","2","18","3","3","202","2","Es el juego: 1","Es el juego 1","1","2","3","3","40","40","80","80"
"3941","35","2","18","3","3","211","11","C está mintiendo","C está mintiendo","1","1","3","3","40","40","80","80"
"3942","36","2","18","3","3","202","2","Es el juego: 1","Es el juego 1","1","2","3","3","40","40","80","80"
"3943","37","2","18","3","3","211","11","Es el juego: 5","Es el juego 5","1","1","3","3","40","40","80","80"
"3944","37","2","18","3","3","202","2","Es el juego: 1","Es el juego 1","1","2","3","3","40","40","80","80"
"3945","38","2","18","3","3","211","11","Es el juego: 5","Es el juego 5","1","1","3","3","40","40","80","80"
"3946","39","2","18","3","3","202","2","Es el juego: 1","Es el juego 1","1","2","3","3","40","40","80","80"
"3947","40","2","18","3","3","211","11","Es el juego: 5","Es el juego 5","1","1","3","3","40","40","80","80"
"3948","40","2","18","3","3","202","2","Es el juego: 1","Es el juego 1","1","2","3","3","40","40","80","80"
"3949","41","2","18","3","3","211","11","Es el juego: 5","Es el juego 5","1","1","3","3","40","40","80","80"
"3950","41","2","18","3","3","202","2","Es el juego: 1","Es el juego 1","1","2","3","3","40","40","80","80"
"3951","42","2","18","3","3","211","11","C está mintiendo","C está mintiendo","1","1","3","3","40","40","80","80"
"3952","43","2","18","3","3","202","2","Es el juego: 1","Es el juego 1","1","2","3","3","40","40","80","80"
"3953","44","2","18","3","3","211","11","Es el juego: 5","Es el juego 5","1","1","3","3","40","40","80","80"
"3954","45","2","18","3","3","202","2","Es el juego: 1","Es el juego 1","1","2","3","3","40","40","80","80"
"3955","45","2","18","3","3","211","11","Es el juego: 5","Es el juego 5","1","1","3","3","40","40","80","80"
"3956","46","2","18","3","3","202","2","Es el juego: 1","Es el juego 1","1","2","3","3","40","40","80","80"
"3957","3","2","18","4","2","224","24","¿En qué juego estamos?","¿En qué juego estamos?","1","0","2","2","33","47","80","72"
"3958","5","2","18","4","2","224","24","Por favor decidme la verdad","Por favor decidme la verdad","1","0","2","2","33","47","80","72"
"3959","7","2","18","4","2","201","1","Es el juego: 2","Es el juego 2","1","2","2","2","33","47","80","72"
"3960","9","2","18","4","2","224","24","Por favor decidme la verdad","Por favor decidme la verdad","1","0","2","2","33","47","80","72"
"3961","9","2","18","4","2","218","18","Es el juego: 5","Es el juego 5","1","1","2","2","33","47","80","72"
"3962","11","2","18","4","2","201","1","F está mintiendo","F está mintiendo","1","2","2","2","33","47","80","72"
"3963","15","2","18","4","2","201","1","Es el juego: 2","Es el juego 2","1","2","2","2","33","47","80","72"
"3964","16","2","18","4","2","218","18","C está mintiendo","C está mintiendo","1","1","2","2","33","47","80","72"
"3965","17","2","18","4","2","224","24","Por favor decidme la verdad","Por favor decidme la verdad","1","0","2","2","33","47","80","72"
"3966","19","2","18","4","2","218","18","Es el juego: 5","Es el juego 5","1","1","2","2","33","47","80","72"
"3967","20","2","18","4","2","224","24","Por favor decidme la verdad","Por favor decidme la verdad","1","0","2","2","33","47","80","72"
"3968","20","2","18","4","2","218","18","C está diciendo la verdad","C está diciendo la verdad","1","1","2","2","33","47","80","72"
"3969","20","2","18","4","2","201","1","Es el juego: 2","Es el juego 2","1","2","2","2","33","47","80","72"
"3970","22","2","18","4","2","218","18","C está mintiendo","C está mintiendo","1","1","2","2","33","47","80","72"
"3971","22","2","18","4","2","201","1","Estoy diciendo la verdad","Estoy diciendo la verdad.","1","2","2","2","33","47","80","72"
"3972","24","2","18","4","2","218","18","Estoy diciendo la verdad","Estoy diciendo la verdad.","1","1","2","2","33","47","80","72"
"3973","26","2","18","4","2","201","1","F está mintiendo","F está mintiendo","1","2","2","2","33","47","80","72"
"3974","26","2","18","4","2","218","18","Es el juego: 5","Es el juego 5","1","1","2","2","33","47","80","72"
"3975","28","2","18","4","2","201","1","Es el juego: 2","Es el juego 2","1","2","2","2","33","47","80","72"
"3976","28","2","18","4","2","218","18","Es el juego: 5","Es el juego 5","1","1","2","2","33","47","80","72"
"3977","30","2","18","4","2","218","18","Es el juego: 5","Es el juego 5","1","1","2","2","33","47","80","72"
"3978","31","2","18","4","2","201","1","Es el juego: 2","Es el juego 2","1","2","2","2","33","47","80","72"
